NRCPTOT,NAME,state_code,county
22509,"Phillips County, Colorado",Colorado,95
92951,"Archuleta County, Colorado",Colorado,7
4194246,"Denver County, Colorado",Colorado,31
6067,"Kiowa County, Colorado",Colorado,61
24487,"Huerfano County, Colorado",Colorado,55
19019,"Baca County, Colorado",Colorado,9
111282,"Chaffee County, Colorado",Colorado,15
24672,"Gilpin County, Colorado",Colorado,47
35887,"Kit Carson County, Colorado",Colorado,63
348975,"Garfield County, Colorado",Colorado,45
104693,"Gunnison County, Colorado",Colorado,51
2715137,"Jefferson County, Colorado",Colorado,59
8814,"Mineral County, Colorado",Colorado,79
53690,"Ouray County, Colorado",Colorado,91
139914,"Upshur County, Texas",Texas,459
83497,"San Jacinto County, Texas",Texas,407
14621,"Sutton County, Texas",Texas,435
398406,"Tom Green County, Texas",Texas,451
306752,"Victoria County, Texas",Texas,469
229015,"Waller County, Texas",Texas,473
148440,"Wharton County, Texas",Texas,481
390817,"Wichita County, Texas",Texas,485
202962,"Wilson County, Texas",Texas,493
2814,"Borden County, Texas",Texas,33
70553,"Hockley County, Texas",Texas,219
25662,"Marion County, Texas",Texas,315
193230,"Maverick County, Texas",Texas,323
1445554,"Midland County, Texas",Texas,329
582247,"Grayson County, Texas",Texas,181
51656,"Live Oak County, Texas",Texas,297
127459,"Llano County, Texas",Texas,299
122138,"Palo Pinto County, Texas",Texas,363
117992,"Fannin County, Texas",Texas,147
39479,"Karnes County, Texas",Texas,255
75500,"DeWitt County, Texas",Texas,123
682211,"Brazos County, Texas",Texas,41
54904,"Callahan County, Texas",Texas,59
80674,"Cass County, Texas",Texas,67
187388,"Gaines County, Texas",Texas,165
530187,"Gregg County, Texas",Texas,183
63644,"Gray County, Texas",Texas,179
45602,"Madison County, Texas",Texas,313
1236189,"Lubbock County, Texas",Texas,303
42613,"Jack County, Texas",Texas,237
598544,"Kaufman County, Texas",Texas,257
358639,"Kendall County, Texas",Texas,259
74583,"Bosque County, Texas",Texas,35
11843,"Floyd County, Texas",Texas,153
7105547,"Bexar County, Texas",Texas,29
20372,"Bailey County, Texas",Texas,17
128699,"Chambers County, Texas",Texas,71
11430,"Baylor County, Texas",Texas,23
838886,"Bell County, Texas",Texas,27
1296861,"Cameron County, Texas",Texas,61
4054616,"Denton County, Texas",Texas,121
68471,"Deaf Smith County, Texas",Texas,117
1252428,"Galveston County, Texas",Texas,167
2861698,"El Paso County, Texas",Texas,141
20614,"La Salle County, Texas",Texas,283
3997,"Roberts County, Texas",Texas,393
2031,"Terrell County, Texas",Texas,443
52826,"Tyler County, Texas",Texas,457
134345,"Uvalde County, Texas",Texas,463
20686,"Wheeler County, Texas",Texas,483
266858,"Bowie County, Texas",Texas,37
48811,"Archer County, Texas",Texas,9
41173,"Brewster County, Texas",Texas,43
2478,"Kent County, Texas",Texas,263
3229051,"Hidalgo County, Texas",Texas,215
1028048,"Smith County, Texas",Texas,423
40257,"Somervell County, Texas",Texas,425
16656,"Crockett County, Texas",Texas,105
188706,"Hardin County, Texas",Texas,199
18630,"Haskell County, Texas",Texas,207
89220,"Howard County, Texas",Texas,227
73458,"Leon County, Texas",Texas,289
19047,"Mills County, Texas",Texas,333
100027,"Montague County, Texas",Texas,337
24638,"Newton County, Texas",Texas,351
80037,"Panola County, Texas",Texas,365
53855,"Reeves County, Texas",Texas,389
31862,"Sabine County, Texas",Texas,403
11123,"Sherman County, Texas",Texas,421
18360,"Swisher County, Texas",Texas,437
376872,"Hunt County, Texas",Texas,231
35114,"Camp County, Texas",Texas,63
27438,"Hansford County, Texas",Texas,195
513288,"Guadalupe County, Texas",Texas,187
40310,"Clay County, Texas",Texas,77
20449,"Hartley County, Texas",Texas,205
121638,"Hill County, Texas",Texas,217
53951,"Limestone County, Texas",Texas,293
187355,"Nacogdoches County, Texas",Texas,347
28647,"Parmer County, Texas",Texas,369
830877,"Parker County, Texas",Texas,367
28038,"Presidio County, Texas",Texas,377
127078,"Val Verde County, Texas",Texas,465
10507,"Culberson County, Texas",Texas,109
865212,"Ector County, Texas",Texas,135
18965,"Garza County, Texas",Texas,169
9407,"Glasscock County, Texas",Texas,173
99253,"Grimes County, Texas",Texas,185
7475907,"Travis County, Texas",Texas,453
5633560,"Collin County, Texas",Texas,85
283873,"Angelina County, Texas",Texas,5
32451,"Conejos County, Colorado",Colorado,21
21631,"Rio Blanco County, Colorado",Colorado,103
8528,"Sedgwick County, Colorado",Colorado,115
1206303,"Weld County, Colorado",Colorado,123
37081,"Custer County, Colorado",Colorado,27
11201,"Costilla County, Colorado",Colorado,23
1743363,"Adams County, Colorado",Colorado,1
1810659,"Douglas County, Colorado",Colorado,35
468299,"Eagle County, Colorado",Colorado,37
28313,"Lake County, Colorado",Colorado,65
322104,"La Plata County, Colorado",Colorado,67
43083,"Moffat County, Colorado",Colorado,81
261423,"Pitkin County, Colorado",Colorado,97
46030,"Rio Grande County, Colorado",Colorado,105
12518,"Cheyenne County, Colorado",Colorado,17
7490,"Bent County, Colorado",Colorado,11
6972,"Crowley County, Colorado",Colorado,25
6215,"Dolores County, Colorado",Colorado,33
5351,"San Juan County, Colorado",Colorado,111
8158,"Jackson County, Colorado",Colorado,57
1591326,"Larimer County, Colorado",Colorado,69
65057,"Logan County, Colorado",Colorado,75
91032,"Montezuma County, Colorado",Colorado,83
111607,"San Miguel County, Colorado",Colorado,113
119744,"Teller County, Colorado",Colorado,119
2155469,"Boulder County, Colorado",Colorado,13
143582,"Elbert County, Colorado",Colorado,39
37082,"Las Animas County, Colorado",Colorado,71
44169,"Yuma County, Colorado",Colorado,125
14939,"Lincoln County, Colorado",Colorado,73
203201,"Routt County, Colorado",Colorado,107
268806,"Summit County, Colorado",Colorado,117
50949,"Alamosa County, Colorado",Colorado,3
54145,"Clear Creek County, Colorado",Colorado,19
147539,"Delta County, Colorado",Colorado,29
113993,"Fremont County, Colorado",Colorado,43
376304,"Pueblo County, Colorado",Colorado,101
190377,"Montrose County, Colorado",Colorado,85
114791,"Morgan County, Colorado",Colorado,87
87522,"Park County, Colorado",Colorado,93
22784,"Saguache County, Colorado",Colorado,109
576253,"Mesa County, Colorado",Colorado,77
44564,"Prowers County, Colorado",Colorado,99
4812,"Hinsdale County, Colorado",Colorado,53
2307011,"El Paso County, Colorado",Colorado,41
19420,"Washington County, Colorado",Colorado,121
108282,"Grand County, Colorado",Colorado,49
3342447,"Arapahoe County, Colorado",Colorado,5
32308,"Otero County, Colorado",Colorado,89
298322,"Broomfield County, Colorado",Colorado,14
2711010,"New Castle County, Delaware",Delaware,3
1019551,"Sussex County, Delaware",Delaware,5
774244,"Kent County, Delaware",Delaware,1
3285371,"District of Columbia, District of Columbia",District of Columbia,1
3324749,"New Haven County, Connecticut",Connecticut,9
952739,"Litchfield County, Connecticut",Connecticut,5
3329681,"Hartford County, Connecticut",Connecticut,3
324259,"Windham County, Connecticut",Connecticut,15
839747,"New London County, Connecticut",Connecticut,11
767938,"Middlesex County, Connecticut",Connecticut,7
469820,"Tolland County, Connecticut",Connecticut,13
7149949,"Fairfield County, Connecticut",Connecticut,1
58559,"Washington County, Florida",Florida,133
3132056,"Duval County, Florida",Florida,31
47023,"Bradford County, Florida",Florida,7
1883472,"Brevard County, Florida",Florida,9
583083,"Clay County, Florida",Florida,19
14482,"Lafayette County, Florida",Florida,67
1156583,"Lake County, Florida",Florida,69
309179,"Nassau County, Florida",Florida,89
4447900,"Pinellas County, Florida",Florida,103
1941602,"Polk County, Florida",Florida,105
1084250,"St. Lucie County, Florida",Florida,111
20843,"Glades County, Florida",Florida,43
125855,"Hendry County, Florida",Florida,51
815143,"Indian River County, Florida",Florida,61
94255,"Jackson County, Florida",Florida,63
10093624,"Palm Beach County, Florida",Florida,99
1220750,"St. Johns County, Florida",Florida,109
1967340,"Seminole County, Florida",Florida,117
23858843,"Miami-Dade County, Florida",Florida,86
735637,"Bay County, Florida",Florida,5
445266,"Flagler County, Florida",Florida,35
58343,"Franklin County, Florida",Florida,37
61063,"Gulf County, Florida",Florida,45
22296,"Hamilton County, Florida",Florida,47
14708,"Liberty County, Florida",Florida,77
192455,"Erath County, Texas",Texas,143
8616,"Collingsworth County, Texas",Texas,87
4269,"Cottle County, Texas",Texas,101
962417,"Hays County, Texas",Texas,209
1203782,"Brazoria County, Texas",Texas,39
4708,"Motley County, Texas",Texas,345
11034,"Donley County, Texas",Texas,129
157523,"Atascosa County, Texas",Texas,13
39753,"Coleman County, Texas",Texas,83
39525,"Nolan County, Texas",Texas,353
10113,"Hudspeth County, Texas",Texas,229
169498,"Medina County, Texas",Texas,325
44577,"Ward County, Texas",Texas,475
328369,"Henderson County, Texas",Texas,213
237370,"Harrison County, Texas",Texas,203
12678,"Menard County, Texas",Texas,327
177276,"Lamar County, Texas",Texas,277
124338,"Fayette County, Texas",Texas,149
2266950,"Williamson County, Texas",Texas,491
22697,"Kimble County, Texas",Texas,267
38350,"Hutchinson County, Texas",Texas,233
168384,"Washington County, Texas",Texas,477
30916,"Morris County, Texas",Texas,343
189227,"Orange County, Texas",Texas,361
50265,"Stephens County, Texas",Texas,429
41473,"Winkler County, Texas",Texas,495
22852468,"Harris County, Texas",Texas,201
91152,"Andrews County, Texas",Texas,3
340790,"Burnet County, Texas",Texas,53
201929,"Gillespie County, Texas",Texas,171
67047,"Gonzales County, Texas",Texas,177
14027182,"Dallas County, Texas",Texas,113
18686,"Lynn County, Texas",Texas,305
4762,"McMullen County, Texas",Texas,311
129528,"Young County, Texas",Texas,503
46433,"Zapata County, Texas",Texas,505
727933,"Johnson County, Texas",Texas,251
316761,"Hood County, Texas",Texas,221
156510,"Hopkins County, Texas",Texas,223
46622,"Ochiltree County, Texas",Texas,357
1418,"King County, Texas",Texas,269
9338,"Knox County, Texas",Texas,275
818770,"McLennan County, Texas",Texas,309
148186,"Cherokee County, Texas",Texas,73
10008,"Concho County, Texas",Texas,95
15171,"Delta County, Texas",Texas,119
11068,"Edwards County, Texas",Texas,137
62050,"Eastland County, Texas",Texas,133
57681,"Jones County, Texas",Texas,253
9040,"Jeff Davis County, Texas",Texas,243
12120,"Jim Hogg County, Texas",Texas,247
121741,"Jim Wells County, Texas",Texas,249
3025240,"Montgomery County, Texas",Texas,339
38410,"Dallam County, Texas",Texas,111
27125,"Dimmit County, Texas",Texas,127
1324871,"Webb County, Texas",Texas,479
4001227,"Fort Bend County, Texas",Texas,157
8871,"Armstrong County, Texas",Texas,11
22925,"Castro County, Texas",Texas,69
13068,"Irion County, Texas",Texas,235
59721,"Kleberg County, Texas",Texas,273
44542,"Willacy County, Texas",Texas,489
198597,"Cooke County, Texas",Texas,97
11632,"Crosby County, Texas",Texas,107
31589,"Dawson County, Texas",Texas,115
10209,"Fisher County, Texas",Texas,151
28427,"Duval County, Texas",Texas,131
75322,"Burleson County, Texas",Texas,51
79962,"Blanco County, Texas",Texas,31
93226,"Jasper County, Texas",Texas,241
764014,"Jefferson County, Texas",Texas,245
7372,"Kinney County, Texas",Texas,271
9104,"Oldham County, Texas",Texas,359
38704,"Lamb County, Texas",Texas,279
14482,"Lipscomb County, Texas",Texas,295
28427,"McCulloch County, Texas",Texas,307
29447,"Mason County, Texas",Texas,319
5518,"Dickens County, Texas",Texas,125
71707,"Lee County, Texas",Texas,287
9101740,"Tarrant County, Texas",Texas,439
139045,"Anderson County, Texas",Texas,1
785163,"Ellis County, Texas",Texas,139
52018,"Jackson County, Texas",Texas,239
301493,"Kerr County, Texas",Texas,265
82426,"Milam County, Texas",Texas,331
57242,"Comanche County, Texas",Texas,93
42134,"Falls County, Texas",Texas,145
11513,"Brooks County, Texas",Texas,47
152010,"Austin County, Texas",Texas,15
673,"Kenedy County, Texas",Texas,261
1208750,"Nueces County, Texas",Texas,355
97661,"Gadsden County, Florida",Florida,39
1448556,"Osceola County, Florida",Florida,97
298486,"Sumter County, Florida",Florida,119
595879,"Walton County, Florida",Florida,131
41866,"Holmes County, Florida",Florida,59
38580,"Jefferson County, Florida",Florida,65
3642269,"Lee County, Florida",Florida,71
1189945,"Marion County, Florida",Florida,83
56550,"Hardee County, Florida",Florida,49
2768931,"Collier County, Florida",Florida,21
95494,"Okeechobee County, Florida",Florida,93
6416667,"Orange County, Florida",Florida,95
1672540,"Pasco County, Florida",Florida,101
44390,"Gilchrist County, Florida",Florida,41
266019,"Highlands County, Florida",Florida,55
110433,"Suwannee County, Florida",Florida,121
790711,"Alachua County, Florida",Florida,1
78162,"DeSoto County, Florida",Florida,27
29564,"Calhoun County, Florida",Florida,13
681528,"Charlotte County, Florida",Florida,15
205680,"Columbia County, Florida",Florida,23
34760,"Dixie County, Florida",Florida,29
988509,"Martin County, Florida",Florida,85
153598,"Putnam County, Florida",Florida,107
2469968,"Sarasota County, Florida",Florida,115
29916,"Union County, Florida",Florida,125
1674618,"Manatee County, Florida",Florida,81
402755,"Citrus County, Florida",Florida,17
122139,"Levy County, Florida",Florida,75
53908,"Baker County, Florida",Florida,3
565352,"Santa Rosa County, Florida",Florida,113
1880922,"Volusia County, Florida",Florida,127
908411,"Leon County, Florida",Florida,73
12828699,"Broward County, Florida",Florida,11
43052,"Madison County, Florida",Florida,79
811133,"Monroe County, Florida",Florida,87
975025,"Escambia County, Florida",Florida,33
512731,"Hernando County, Florida",Florida,53
6246752,"Hillsborough County, Florida",Florida,57
882818,"Okaloosa County, Florida",Florida,91
38147,"Taylor County, Florida",Florida,123
86074,"Wakulla County, Florida",Florida,129
109220,"Lumpkin County, Georgia",Georgia,187
53119,"McDuffie County, Georgia",Georgia,189
12056,"Miller County, Georgia",Georgia,201
94747,"Morgan County, Georgia",Georgia,211
31293,"Heard County, Georgia",Georgia,149
229476,"Oconee County, Georgia",Georgia,219
205696,"Dougherty County, Georgia",Georgia,95
162044,"Fannin County, Georgia",Georgia,111
786093,"Henry County, Georgia",Georgia,151
342880,"Houston County, Georgia",Georgia,153
180554,"Laurens County, Georgia",Georgia,175
24831,"Long County, Georgia",Georgia,183
178829,"Spalding County, Georgia",Georgia,255
56448,"Stephens County, Georgia",Georgia,257
30216,"Telfair County, Georgia",Georgia,271
103162,"Union County, Georgia",Georgia,291
58961,"Upson County, Georgia",Georgia,293
43423,"Washington County, Georgia",Georgia,303
118386,"White County, Georgia",Georgia,311
70188,"Peach County, Georgia",Georgia,225
495460,"Paulding County, Georgia",Georgia,223
47231,"Pierce County, Georgia",Georgia,229
67015,"Pike County, Georgia",Georgia,231
416930,"Richmond County, Georgia",Georgia,245
35757,"Screven County, Georgia",Georgia,251
55332,"Tattnall County, Georgia",Georgia,267
55818,"Berrien County, Georgia",Georgia,19
223436,"Walker County, Georgia",Georgia,295
4968936,"Gwinnett County, Georgia",Georgia,135
299332,"Barrow County, Georgia",Georgia,13
14704,"Charlton County, Georgia",Georgia,49
11928,"Clinch County, Georgia",Georgia,65
397750,"Bartow County, Georgia",Georgia,15
469846,"Douglas County, Georgia",Georgia,97
60364,"Grady County, Georgia",Georgia,131
33005,"Jeff Davis County, Georgia",Georgia,161
14928,"Hancock County, Georgia",Georgia,141
317999,"Whitfield County, Georgia",Georgia,313
13500,"Calhoun County, Georgia",Georgia,37
23003,"Macon County, Georgia",Georgia,193
172293,"Troup County, Georgia",Georgia,285
443664,"Bibb County, Georgia",Georgia,21
120957,"Harris County, Georgia",Georgia,145
16998,"Marion County, Georgia",Georgia,197
12674,"Schley County, Georgia",Georgia,249
52608,"Worth County, Georgia",Georgia,321
34434,"Jasper County, Mississippi",Mississippi,61
23095,"Benton County, Mississippi",Mississippi,9
14341,"Franklin County, Mississippi",Mississippi,37
56386,"Coahoma County, Mississippi",Mississippi,27
196421,"Jones County, Mississippi",Mississippi,67
39815,"Walthall County, Mississippi",Mississippi,147
79764,"Monroe County, Mississippi",Mississippi,95
91258,"Pontotoc County, Mississippi",Mississippi,115
33219,"Holmes County, Mississippi",Mississippi,51
35194,"Amite County, Mississippi",Mississippi,5
709746,"Madison County, Mississippi",Mississippi,89
36713,"Calhoun County, Mississippi",Mississippi,13
77680,"Marion County, Mississippi",Mississippi,91
44428,"Tishomingo County, Mississippi",Mississippi,141
58446,"Wayne County, Mississippi",Mississippi,153
24208,"Greene County, Mississippi",Mississippi,41
112838,"Marshall County, Mississippi",Mississippi,93
14212,"Quitman County, Mississippi",Mississippi,119
170178,"Pearl River County, Mississippi",Mississippi,109
42948,"Leake County, Mississippi",Mississippi,79
30826,"Noxubee County, Mississippi",Mississippi,103
546546,"Randall County, Texas",Texas,381
93627,"Colorado County, Texas",Texas,89
193403,"San Patricio County, Texas",Texas,409
49528,"Rains County, Texas",Texas,379
23755,"Real County, Texas",Texas,385
23477,"San Saba County, Texas",Texas,411
10067,"Schleicher County, Texas",Texas,413
8079,"Sterling County, Texas",Texas,431
29902,"Zavala County, Texas",Texas,507
69282,"Calhoun County, Texas",Texas,57
15975,"Carson County, Texas",Texas,65
3862,"Foard County, Texas",Texas,155
54835,"Freestone County, Texas",Texas,161
30133,"Goliad County, Texas",Texas,175
42454,"Hamilton County, Texas",Texas,193
9313,"Hardeman County, Texas",Texas,197
17035,"Mitchell County, Texas",Texas,335
97067,"Titus County, Texas",Texas,449
4694,"Briscoe County, Texas",Texas,45
84859,"Lavaca County, Texas",Texas,285
269812,"Liberty County, Texas",Texas,291
36991,"Terry County, Texas",Texas,445
352911,"Wise County, Texas",Texas,497
700,"Loving County, Texas",Texas,301
123613,"Matagorda County, Texas",Texas,321
50373,"Pecos County, Texas",Texas,371
59813,"Robertson County, Texas",Texas,395
660326,"Rockwall County, Texas",Texas,397
148992,"Rusk County, Texas",Texas,401
506132,"Taylor County, Texas",Texas,441
9258,"Throckmorton County, Texas",Texas,447
46165,"Trinity County, Texas",Texas,455
184864,"Walker County, Texas",Texas,471
171752,"Wood County, Texas",Texas,499
114989,"Bandera County, Texas",Texas,19
142123,"Aransas County, Texas",Texas,7
13652,"Childress County, Texas",Texas,75
7519,"Cochran County, Texas",Texas,79
10319,"Coke County, Texas",Texas,81
860544,"Comal County, Texas",Texas,91
128021,"Coryell County, Texas",Texas,99
20934,"Hemphill County, Texas",Texas,211
55963,"Houston County, Texas",Texas,225
70230,"Moore County, Texas",Texas,341
165613,"Navarro County, Texas",Texas,349
491232,"Potter County, Texas",Texas,375
20717,"San Augustine County, Texas",Texas,405
50588,"Scurry County, Texas",Texas,415
27643,"Shackelford County, Texas",Texas,417
206057,"Starr County, Texas",Texas,427
8219,"Stonewall County, Texas",Texas,433
15392,"Upton County, Texas",Texas,461
352522,"Bastrop County, Texas",Texas,21
117190,"Brown County, Texas",Texas,49
4882,"Hall County, Texas",Texas,191
63426,"Bee County, Texas",Texas,25
45066,"Franklin County, Texas",Texas,159
40080,"Frio County, Texas",Texas,163
14957,"Crane County, Texas",Texas,103
88124,"Lampasas County, Texas",Texas,281
187243,"Rutland County, Vermont",Vermont,21
104593,"Orleans County, Vermont",Vermont,19
31964,"Grand Isle County, Vermont",Vermont,13
119916,"Orange County, Vermont",Vermont,17
776097,"Chittenden County, Vermont",Vermont,7
136444,"Lamoille County, Vermont",Vermont,15
265900,"Windsor County, Vermont",Vermont,27
161037,"Franklin County, Vermont",Vermont,11
128611,"Caledonia County, Vermont",Vermont,5
214475,"Windham County, Vermont",Vermont,25
171461,"Bennington County, Vermont",Vermont,3
157291,"Addison County, Vermont",Vermont,1
18198,"Essex County, Vermont",Vermont,9
253977,"Washington County, Vermont",Vermont,23
34353,"Millard County, Utah",Utah,27
121934,"Tooele County, Utah",Utah,45
776699,"Washington County, Utah",Utah,53
35952,"Kane County, Utah",Utah,25
476061,"Summit County, Utah",Utah,43
45911,"Grand County, Utah",Utah,19
7423,"Piute County, Utah",Utah,31
11282,"Rich County, Utah",Utah,33
191016,"Wasatch County, Utah",Utah,51
21058,"Beaver County, Utah",Utah,1
148433,"Box Elder County, Utah",Utah,3
159497,"Iron County, Utah",Utah,21
80200,"Sanpete County, Utah",Utah,39
71353,"Sevier County, Utah",Utah,41
2281008,"Utah County, Utah",Utah,49
640201,"Weber County, Utah",Utah,57
73378,"Franklin County, Georgia",Georgia,119
24477,"Bleckley County, Georgia",Georgia,23
27078,"Dooly County, Georgia",Georgia,93
21316,"Evans County, Georgia",Georgia,109
6869,"Webster County, Georgia",Georgia,307
165893,"Effingham County, Georgia",Georgia,103
42556,"Lamar County, Georgia",Georgia,171
6427,"Glascock County, Georgia",Georgia,125
75505,"Emanuel County, Georgia",Georgia,107
3744,"Quitman County, Georgia",Georgia,239
1039605,"Chatham County, Georgia",Georgia,51
48606,"Jasper County, Georgia",Georgia,159
21621,"Johnson County, Georgia",Georgia,167
24760,"Lanier County, Georgia",Georgia,173
92737,"Liberty County, Georgia",Georgia,179
90091,"Madison County, Georgia",Georgia,195
53299,"Mitchell County, Georgia",Georgia,205
24018,"Seminole County, Georgia",Georgia,253
134472,"Tift County, Georgia",Georgia,277
21131,"Twiggs County, Georgia",Georgia,289
95002,"Polk County, Georgia",Georgia,233
12391,"Talbot County, Georgia",Georgia,263
19832,"Taylor County, Georgia",Georgia,269
25376,"Terrell County, Georgia",Georgia,273
144904,"Thomas County, Georgia",Georgia,275
84610,"Toombs County, Georgia",Georgia,279
19322,"Wilkinson County, Georgia",Georgia,319
19493,"Montgomery County, Georgia",Georgia,209
40586,"Oglethorpe County, Georgia",Georgia,221
12966,"Randolph County, Georgia",Georgia,243
300317,"Rockdale County, Georgia",Georgia,247
79169,"Ware County, Georgia",Georgia,299
67470,"Wayne County, Georgia",Georgia,305
15756,"Wheeler County, Georgia",Georgia,309
19155,"Wilcox County, Georgia",Georgia,315
115732,"Baldwin County, Georgia",Georgia,9
61085,"Banks County, Georgia",Georgia,11
204478,"Bulloch County, Georgia",Georgia,31
342517,"Clarke County, Georgia",Georgia,59
5174,"Clay County, Georgia",Georgia,61
9231,"Echols County, Georgia",Georgia,101
335580,"Glynn County, Georgia",Georgia,127
2969777,"DeKalb County, Georgia",Georgia,89
92972,"Haralson County, Georgia",Georgia,143
246601,"Jackson County, Georgia",Georgia,157
44132,"Jefferson County, Georgia",Georgia,163
76548,"Jones County, Georgia",Georgia,169
24533,"Lincoln County, Georgia",Georgia,181
81414,"Murray County, Georgia",Georgia,213
454469,"Muscogee County, Georgia",Georgia,215
21144,"Pulaski County, Georgia",Georgia,235
83469,"Rabun County, Georgia",Georgia,241
4732,"Stewart County, Georgia",Georgia,259
53200,"Towns County, Georgia",Georgia,281
20538,"Treutlen County, Georgia",Georgia,283
21867,"Turner County, Georgia",Georgia,287
23786,"Irwin County, Georgia",Georgia,155
25644,"Atkinson County, Georgia",Georgia,3
49771,"Appling County, Georgia",Georgia,1
26951,"Bacon County, Georgia",Georgia,5
37879,"Brantley County, Georgia",Georgia,25
36711,"Ben Hill County, Georgia",Georgia,17
51389,"Burke County, Georgia",Georgia,33
202198,"Catoosa County, Georgia",Georgia,47
4673,"Chattahoochee County, Georgia",Georgia,53
83373,"Chattooga County, Georgia",Georgia,55
483802,"Columbia County, Georgia",Georgia,73
67593,"Decatur County, Georgia",Georgia,87
270404,"Floyd County, Georgia",Georgia,115
1184044,"Forsyth County, Georgia",Georgia,117
136016,"Habersham County, Georgia",Georgia,137
72635,"Hart County, Georgia",Georgia,147
376683,"Lowndes County, Georgia",Georgia,185
37610,"McIntosh County, Georgia",Georgia,191
53733,"Meriwether County, Georgia",Georgia,199
99547,"Monroe County, Georgia",Georgia,207
91052,"Putnam County, Georgia",Georgia,237
67326,"Sumter County, Georgia",Georgia,261
4710,"Taliaferro County, Georgia",Georgia,265
12690,"Warren County, Georgia",Georgia,301
6467,"Baker County, Georgia",Georgia,7
134698,"Bryan County, Georgia",Georgia,29
71638,"Butts County, Georgia",Georgia,35
38852,"Candler County, Georgia",Georgia,43
93631,"Camden County, Georgia",Georgia,39
339914,"Carroll County, Georgia",Georgia,45
25098,"Crawford County, Georgia",Georgia,79
27665,"Early County, Georgia",Georgia,99
121066,"Washington County, Mississippi",Mississippi,151
62445,"Neshoba County, Mississippi",Mississippi,99
602513,"Rankin County, Mississippi",Mississippi,121
90779,"Tate County, Mississippi",Mississippi,137
28782,"Lawrence County, Mississippi",Mississippi,77
95653,"Panola County, Mississippi",Mississippi,107
26633,"Perry County, Mississippi",Mississippi,111
34315,"Yalobusha County, Mississippi",Mississippi,161
43501,"Chickasaw County, Mississippi",Mississippi,17
32745,"Carroll County, Mississippi",Mississippi,15
64249,"Copiah County, Mississippi",Mississippi,29
51282,"George County, Mississippi",Mississippi,39
57749,"Grenada County, Mississippi",Mississippi,43
777821,"Hinds County, Mississippi",Mississippi,49
12317,"Jefferson County, Mississippi",Mississippi,63
51852,"Newton County, Mississippi",Mississippi,101
95288,"Union County, Mississippi",Mississippi,145
53387,"Prentiss County, Mississippi",Mississippi,117
12349,"Sharkey County, Mississippi",Mississippi,125
67268,"Tippah County, Mississippi",Mississippi,139
25475,"Choctaw County, Mississippi",Mississippi,19
226684,"Forrest County, Mississippi",Mississippi,35
150327,"Hancock County, Mississippi",Mississippi,45
58575,"Itawamba County, Mississippi",Mississippi,57
257350,"Lafayette County, Mississippi",Mississippi,71
2200,"Issaquena County, Mississippi",Mississippi,55
374837,"Jackson County, Mississippi",Mississippi,59
143715,"Lowndes County, Mississippi",Mississippi,87
68759,"Leflore County, Mississippi",Mississippi,83
26809,"Tunica County, Mississippi",Mississippi,143
16523,"Wilkinson County, Mississippi",Mississippi,157
12233,"Claiborne County, Mississippi",Mississippi,21
644433,"Harrison County, Mississippi",Mississippi,47
22815,"Jefferson Davis County, Mississippi",Mississippi,65
172292,"Lauderdale County, Mississippi",Mississippi,75
115922,"Lincoln County, Mississippi",Mississippi,85
58185,"Scott County, Mississippi",Mississippi,123
81054,"Simpson County, Mississippi",Mississippi,127
45141,"Winston County, Mississippi",Mississippi,159
55110,"Yazoo County, Mississippi",Mississippi,163
49864,"Attala County, Mississippi",Mississippi,7
72176,"Bolivar County, Mississippi",Mississippi,11
261406,"Lamar County, Mississippi",Mississippi,73
293540,"Lee County, Mississippi",Mississippi,81
117953,"Pike County, Mississippi",Mississippi,113
26639,"Tallahatchie County, Mississippi",Mississippi,135
37096,"Smith County, Mississippi",Mississippi,129
53999,"Stone County, Mississippi",Mississippi,131
110122,"Warren County, Mississippi",Mississippi,149
38284,"Clarke County, Mississippi",Mississippi,23
18456,"Kemper County, Mississippi",Mississippi,69
20543,"Montgomery County, Mississippi",Mississippi,97
115785,"Oktibbeha County, Mississippi",Mississippi,105
47225,"Sunflower County, Mississippi",Mississippi,133
31802,"Webster County, Mississippi",Mississippi,155
133663,"Alcorn County, Mississippi",Mississippi,3
96410,"Adams County, Mississippi",Mississippi,1
47220,"Clay County, Mississippi",Mississippi,25
645390,"DeSoto County, Mississippi",Mississippi,33
57644,"Covington County, Mississippi",Mississippi,31
22353,"Humphreys County, Mississippi",Mississippi,53
2293179,"Delaware County, Pennsylvania",Pennsylvania,45
799922,"Dauphin County, Pennsylvania",Pennsylvania,43
403988,"Franklin County, Pennsylvania",Pennsylvania,55
144768,"Union County, Pennsylvania",Pennsylvania,119
193149,"Wayne County, Pennsylvania",Pennsylvania,127
165472,"Bedford County, Pennsylvania",Pennsylvania,9
510728,"Monroe County, Pennsylvania",Pennsylvania,89
104052,"Huntingdon County, Pennsylvania",Pennsylvania,61
670226,"Washington County, Pennsylvania",Pennsylvania,125
4106311,"Philadelphia County, Pennsylvania",Pennsylvania,101
1342470,"York County, Pennsylvania",Pennsylvania,133
217558,"Indiana County, Pennsylvania",Pennsylvania,63
840649,"Cumberland County, Pennsylvania",Pennsylvania,41
4097729,"Allegheny County, Pennsylvania",Pennsylvania,3
993785,"Westmoreland County, Pennsylvania",Pennsylvania,129
10214,"Forest County, Pennsylvania",Pennsylvania,53
